title,price,location,area,bathrooms,bedrooms,price_per_sqm
AL MOUJ  FULLY FURNISHED 2BHK APARTMENT WITH FREE WIFI FOR RENT,849.0,"The Wave (Almouj), Muscat•",180.0,2.0,2.0,4.716666666666667
QURUM | DELUXE 2BHK APARTMENT FOR RENT,449.0,"Qurum, Muscat•",145.0,2.0,2.0,3.0965517241379312
WADI KABIR | 1300 SQM WAREHOUSE WITH OFFICE,2499.0,"Al Wadi Al Kabir, Muscat•",1300.0,2.0,2.0,1.9223076923076923
AL MOUJ | MARINA AND SEA VIEW 2 BHK APARTMENT IN JUMAN,1299.0,"The Wave (Almouj), Muscat•",135.0,2.0,2.0,9.622222222222222
MADINAT AL ILAM | FULLY FURNISHED 5+1BR COMPOUND VILLA,1400.0,"Madinat As Sultan Qaboos, Muscat•",640.0,7.0,6.0,2.1875
MADINAT SULTAN QABOOS | MODERN 4+1 LUXURIOUS VILLA WITH PRIVATE POOL,1550.0,"Madinat As Sultan Qaboos, Muscat•",425.0,6.0,5.0,3.6470588235294117
AL MOUJ | 2BHK FULL MARINA VIEW WITH SPACIOUS OPEN BALCONY,999.0,"The Wave (Almouj), Muscat•",115.0,2.0,2.0,8.68695652173913
MADINAT QABOOS | MODERN 4+1 LUXURIOUS VILLA WITH PRIVATE POOL,1550.0,"Madinat As Sultan Qaboos, Muscat•",325.0,6.0,5.0,4.769230769230769
MADINAT SULTAN QABOOS | MODERN HIGH QUALITY 6+2 BEDROOM LUXURIOUS VILL,1999.0,"Madinat As Sultan Qaboos, Muscat•",750.0,9.0,7.0,2.6653333333333333
1bhk near Almouj free wifi (B173),200.0,"Al Mawaleh, Muscat•",85.0,2.0,1.0,2.3529411764705883
6bhk Villa AlKhoud free WiFi ( one family only),480.0,"Al Khoud, Muscat•",300.0,6.0,6.0,1.6
ADV1003** Well maintained 4BHK+Maid villa for rent in Madinat sultan Q,750.0,"Madinat As Sultan Qaboos, Muscat•",425.0,6.0,4.0,1.7647058823529411
ADV066**2BHK apartment for rent in bausher,300.0,"Bosher, Muscat•",90.0,2.0,2.0,3.3333333333333335
ADV501**For Rent: Brand New 6 BHK Villa in Azaibah – Spacious & Modern,1000.0,"Azaiba, Muscat•",625.0,8.0,6.0,1.6
5BHK+Maid villa fo rent in the wave,1700.0,"The Wave (Almouj), Muscat•",400.0,6.0,5.0,4.25
"Warehouse for Rent – Khazaen, Muscat",2100.0,"Barka, Al Batinah•",700.0,2.0,2.0,3.0
EXCELLENT 2 BR APARTMENT IN AL KHUWAIR,280.0,"Al Khuwair, Muscat•",105.0,2.0,2.0,2.6666666666666665
MUSCAT HILLS | FURNISHED 1 BHK APARTMENT,450.0,"Muscat Hills, Muscat•",85.0,2.0,1.0,5.294117647058823
Luxurious Furnished 4+1 BR Villa Available for Rent in Mabela,600.0,"Al Maabilah, Muscat•",300.0,6.0,5.0,2.0
Brand New Luxury Villa in MSQ!,1700.0,"Madinat As Sultan Qaboos, Muscat•",250.0,6.0,5.0,6.8
Beautiful 4+1 BR Villa Available for QURUM,700.0,"Qurum, Muscat•",330.0,6.0,5.0,2.121212121212121
Super 6 Bedrooms Villa For Rent Zunairah in Almouj Muscat,5000.0,"The Wave (Almouj), Muscat•",900.0,10.0,6.0,5.555555555555555
95SQM office  in mabila3,250.0,"Al Maabilah, Muscat•",95.0,2.0,2.0,2.6315789473684212
2bhk in ruwi (B71),120.0,"Ruwi, Muscat•",100.0,2.0,2.0,1.2
Fully Furnished 2 bedrooms Apartment in Almouj Muscat,800.0,"The Wave (Almouj), Muscat•",130.0,2.0,2.0,6.153846153846154
*ADC001**Brand New Full Building for Rent – Prime Location in Al Mawal,8000.0,"Al Mawaleh, Muscat•",2300.0,2.0,2.0,3.4782608695652173
FULLY FURNISHED 1 BR APARTMENT,330.0,"Al Ghubrah, Muscat•",85.0,1.0,1.0,3.8823529411764706
للايجار شقه للعوائل في مرتفعات غلاء 2BHK FOR RENT,260.0,"Ghala, Muscat•",100.0,3.0,2.0,2.6
"Brand New Shop for Rent – Al Hail, Near the Sea",460.0,"Al Hail, Muscat•",23.0,2.0,2.0,20.0
"Brand New Shop for Rent – Al Hail, Near the Sea",1000.0,"Al Hail, Muscat•",50.0,2.0,2.0,20.0
Office Space for Rent – Prime Location in Al Khuwair,700.0,"Al Khuwair, Muscat•",200.0,2.0,2.0,3.5
Luxury Duplex 3+1 BHK for Rent in MQ on Ground floor,850.0,"Madinat As Sultan Qaboos, Muscat•",200.0,4.0,3.0,4.25
Brand new fully furnished  2 Bedrooms apartment for rent,375.0,"Ghala, Muscat•",100.0,3.0,2.0,3.75
WAREHOUSE FOR RENT IN RUSAYL,1900.0,"Al Rusayl, Muscat•",760.0,2.0,2.0,2.5
مكتب للإيجار في مكان مميز في انصب,285.0,"Ansab, Muscat•",55.5,2.0,2.0,5.135135135135135
limited opportunities 1 BHK for rent in Azaiba Suqoon,325.0,"Azaiba, Muscat•",100.0,2.0,1.0,3.25
Brand new 2BHK Huge Terrace Parking Next to Qatar Airways,425.0,"Ghala, Muscat•",105.0,2.0,2.0,4.0476190476190474
Unique commercial spaces at the Qube Muscat - Ghubrah,1500.0,"Al Ghubrah, Muscat•",100.0,2.0,2.0,15.0
"1,2,3 BHK flats for rent in Taminat Complex",400.0,"Bosher, Muscat•",100.0,3.0,2.0,4.0
Modern Offices for rent in MIC Towerمكاتب حديثة للإيجار,600.0,"Muscat - Other, Muscat•",120.0,2.0,2.0,5.0
Hamptons Business Center in Al Qurum offers all you need,250.0,"Qurum, Muscat•",10.0,2.0,2.0,25.0
1 bhk flat for rent in Lamar Bausher,415.0,"Bosher, Muscat•",110.0,3.0,2.0,3.772727272727273
FULLY FURNISHED 2 BR APARTMENT,400.0,"Al Ghubrah, Muscat•",105.0,2.0,2.0,3.8095238095238093
ADV935**4BHK Villa for rent in a complex in qurum,750.0,"Qurum, Muscat•",300.0,5.0,4.0,2.5
ADV917** luxurious 3bhk+Study Villa in complex in shatti Al qurum,1750.0,"Qurum, Muscat•",350.0,5.0,4.0,5.0
WADI KABIR | 1300 SQM WAREHOUSE WITH OFFICE,3510.0,"Al Wadi Al Kabir, Muscat•",1300.0,2.0,2.0,2.7
(B5496)  2bhk in Southe Ghubrah free wifi,220.0,"Al Ghubrah, Muscat•",100.0,2.0,2.0,2.2
2bhk flat in mbd (B2023),200.0,"Ruwi, Muscat•",107.0,2.0,2.0,1.8691588785046729
The Cube Building - Amerat,350.0,"Al Amarat, Muscat•",450.0,2.0,2.0,0.7777777777777778
Villa for rent ( Stand Alone),700.0,"Al Mawaleh, Muscat•",500.0,8.0,6.0,1.4
Beautiful 5BR Complex Villa for Rent in Bausher al Muna,650.0,"Bosher, Muscat•",300.0,6.0,5.0,2.1666666666666665
ADV929** 6bhk Brand new complex located in a prime location in the Qur,1000.0,"Qurum, Muscat•",450.0,6.0,5.0,2.2222222222222223
ADV928** 5BHK+maid؛ villa in a complex located al shatti qurum,700.0,"Qurum, Muscat•",450.0,5.0,4.0,1.5555555555555556
250sqm Partiotions office for rent in ghala,1500.0,"Ghala, Muscat•",250.0,2.0,2.0,6.0
ADA011**Duplex plus Maid for rent in Madinat Sutan qabus,700.0,"Madinat As Sultan Qaboos, Muscat•",300.0,3.0,2.0,2.3333333333333335
ADV**928 Beachfront 3bhk +Study villa for rent in Shatti Qurum,1800.0,"Qurum, Muscat•",350.0,5.0,3.0,5.142857142857143
ADV**912 Beachfront 4bhk+Study villa for rent in Shatti Qurum,2600.0,"Qurum, Muscat•",648.0,5.0,4.0,4.012345679012346
Apartment for Rent in Bawshar - شقة للايجار في بوشر,400.0,"Bosher, Muscat•",60.0,2.0,2.0,6.666666666666667
AL GHUBRAH NORTH | EXCELLENT 2+1 BR FLAT,425.0,"Al Ghubrah, Muscat•",105.0,2.0,2.0,4.0476190476190474
ADV1201** Stunning 5+1 Bedroom (UN FURNISHED) Villa in The Wave – Just,1800.0,"The Wave (Almouj), Muscat•",400.0,6.0,5.0,4.5
ADV927**Brand new 3BHK+Maid villa for rent in qurum heights,1200.0,"Qurum, Muscat•",350.0,3.0,3.0,3.4285714285714284
"Murooj Al Zain – Salalah’s Hidden Gem, 3 Bedroom Apartment",80.0,"Salalah, Dhofar•",100.0,3.0,3.0,0.8
25sqm Shops in AlMisfah for rent first line(B225),80.0,"Misfah, Muscat•",25.0,2.0,2.0,3.2
BARR AL JISSAH | LUX FURNISHED 4+1 BR VILLA - RESORT LIVING,1599.0,"Barr Al Jissah, Muscat•",265.0,5.0,5.0,6.033962264150944
Park View - Al Qurum,425.0,"Qurum, Muscat•",120.0,2.0,2.0,3.5416666666666665
AMAZING FURNISHED 1 BHK APARTMENT FOR COUPLES,330.0,"Al Ghubrah, Muscat•",85.0,1.0,1.0,3.8823529411764706
QURUM | 2 BEDROOM APARTMENT,220.0,"Qurum, Muscat•",105.0,2.0,2.0,2.0952380952380953
For Rent – Spacious Luxury Villa in Qurum,600.0,"Qurum, Muscat•",300.0,6.0,5.0,2.0
شقه للايجار للعوائل في غلا شارع الجامع الاكبر,300.0,"Ghala, Muscat•",120.0,3.0,2.0,2.5
شقة للايجار فى بوشر قريبة من مطعم الضيعة اللبنانى 2BHK FORT RENT,220.0,"Bosher, Muscat•",100.0,2.0,2.0,2.2
Villa for Rent in Bawshar - فيلا للايجار في بوشر,550.0,"Bosher, Muscat•",80.0,6.0,5.0,6.875
Villa for Rent in Mabela - شقة للايجار في المعبيله,550.0,"Al Maabilah, Muscat•",70.0,5.0,5.0,7.857142857142857
Apartment for Rent in Mattrah - شقة للايجار في مطرح,250.0,"Mutrah, Muscat•",50.0,2.0,2.0,5.0
BRAND NEW HYBRID OFFICE SPACES FOR RENT - QURUM!,250.0,"Qurum, Muscat•",15.0,2.0,2.0,16.666666666666668
BEAUTIFUL 2 BR APARTMENT AVAILABLE FOR RENT IN AL MOUJ,700.0,"The Wave (Almouj), Muscat•",120.0,2.0,2.0,5.833333333333333
Commercial-use Villa in One of the Best Locations in Al Khuwair South,1100.0,"Al Khuwair, Muscat•",615.0,6.0,6.0,1.7886178861788617
Luxurious Brand-New 5+1 BR villa available for rent in Madinat Al-Il,1300.0,"Madinat As Sultan Qaboos, Muscat•",500.0,7.0,6.0,2.6
Office for Rent in Al Khuwair,600.0,"Al Khuwair, Muscat•",190.0,2.0,2.0,3.1578947368421053
FOR RENT Luxury Villa! Located in MADINAT AL ILLAM,700.0,"Madinat As Sultan Qaboos, Muscat•",300.0,5.0,5.0,2.3333333333333335
For Rent – Luxurious & Unique Villa in Al Mouj,1900.0,"The Wave (Almouj), Muscat•",600.0,5.0,5.0,3.1666666666666665
BRAND-NEW 3 BR VILLAS AVAILABLE FOR RENT,700.0,"Bosher, Muscat•",299.0,4.0,3.0,2.3411371237458196
Beautiful 4 BR Compound Villa Available for Rent in Al Qurum,1800.0,"Qurum, Muscat•",500.0,5.0,4.0,3.6
محلات للايجار في بازار صحار على الشارع العام وقريب جسر صحار,300.0,"Al Khoud, Muscat•",20.0,2.0,2.0,15.0
Shops in Al Khoudh main Street next to high brand cafes and restaurant,1000.0,"Al Khoud, Muscat•",120.0,2.0,2.0,8.333333333333334
Fully furnished office space for one person at Muscat Hills,209.0,"Muscat - Other, Muscat•",10.0,2.0,2.0,20.9
Fully furnished office space for two persons in Muscat Hills,299.0,"Muscat Hills, Muscat•",10.0,2.0,2.0,29.9
"Office Membership available in MUSCAT, Al Mawaleh",109.0,"Qurum, Muscat•",10.0,2.0,2.0,10.9
"Private office space for 1 person in MUSCAT, Hormuz Grand",225.0,"Muscat Hills, Muscat•",10.0,2.0,2.0,22.5
"Ready-to-move in Office space for 2  people at Muscat, Al Khuwair",250.0,"Al Khuwair, Muscat•",120.0,2.0,2.0,2.0833333333333335
"Private office space for 3 persons in Muscat, Roola District",385.0,"Ghala, Muscat•",15.0,2.0,2.0,25.666666666666668
"Find office space in Muscat, Roola District for 2 persons",281.0,"Ghala, Muscat•",10.0,2.0,2.0,28.1
"Private office space for 5 persons in Sohar, Sohar City Centre",555.0,"Sohar, Al Batinah•",30.0,2.0,2.0,18.5
"Open plan office space for 15 persons in Sohar, Sohar City Centre",1005.0,"Sohar, Al Batinah•",100.0,2.0,2.0,10.05
"Open plan office space for 10 persons in Sohar, Sohar City Centre",809.0,"Sohar, Al Batinah•",45.0,2.0,2.0,17.977777777777778
"Private office space for 4 persons in Sohar, Sohar City Centre",480.0,"Sohar, Al Batinah•",20.0,2.0,2.0,24.0
"Private office space for 3 persons in Sohar, Sohar City Centre",329.0,"Sohar, Al Batinah•",15.0,2.0,2.0,21.933333333333334
"Private office space for 2 persons in Sohar, Sohar City Centre",196.0,"Sohar, Al Batinah•",10.0,2.0,2.0,19.6
"Fully serviced private office space in MUSCAT, Beach One",249.0,"Muscat - Other, Muscat•",10.0,2.0,2.0,24.9
"Furnished office space in Muscat, Pearl Square for 4 persons",429.0,"Muscat Hills, Muscat•",20.0,2.0,2.0,21.45
"Join a professional coworking environment in Muscat Hill, Pearl Square",109.0,"Muscat Hills, Muscat•",10.0,2.0,2.0,10.9
"All-inclusive access to coworking in Muscat, Pearl Square",109.0,"Muscat Hills, Muscat•",10.0,2.0,2.0,10.9
Fully serviced office space for you and your team at Qurum,299.0,"Qurum, Muscat•",60.0,2.0,2.0,4.983333333333333
Furnished office space for 6 persons in MAWALEH,519.0,"Al Mawaleh, Muscat•",75.0,2.0,2.0,6.92
"Coworking space in MUSCAT, Shatti Al Qurum",130.0,"Qurum, Muscat•",10.0,2.0,2.0,13.0
"Work in MUSCAT, Al Khuwair  or anywhere else in our global network",89.0,"Al Khuwair, Muscat•",10.0,2.0,2.0,8.9
FULLY SERVICED PRIVATE OFFICE SPACES FOR RENT - AL KHUWAIR !!,225.0,"Al Khuwair, Muscat•",10.0,2.0,2.0,22.5
"Open plan office space for 15 persons in Muscat, Roola District",1243.0,"Ghala, Muscat•",100.0,2.0,2.0,12.43
"Open plan office space for 10 persons in Muscat, Roola District",997.0,"Ghala, Muscat•",45.0,2.0,2.0,22.155555555555555
"Private office space for 5 persons in Muscat, Roola District",716.0,"Ghala, Muscat•",30.0,2.0,2.0,23.866666666666667
"Private office space for 4 persons in Muscat, Roola District",527.0,"Ghala, Muscat•",20.0,2.0,2.0,26.35
PRIVATE OFFICE SPACES FOR RENT - AL KHUWAIR !!,225.0,"Al Khuwair, Muscat•",10.0,2.0,2.0,22.5
"Unlimited office access in Bait Eteen, Al Khuwair",250.0,"Al Khuwair, Muscat•",10.0,2.0,2.0,25.0
"Open plan office space for 15 persons in Muscat, Pearl Square",1297.0,"Muscat Hills, Muscat•",100.0,2.0,2.0,12.97
"Private office space for 1 person in Muscat, Pearl Square",215.0,"Muscat Hills, Muscat•",10.0,2.0,2.0,21.5
Premium flexible workspace for 3 at prestigious location of Al Mawaleh,339.0,"Al Mawaleh, Muscat•",11.0,2.0,2.0,30.818181818181817
BRILLIANT townhouse available for rent in Al Qurum,770.0,"Qurum, Muscat•",250.0,5.0,3.0,3.08
Sea Side Villa is located in a compound in Al Hail North Golden Squar,755.0,"Al Hail, Muscat•",400.0,7.0,5.0,1.8875
RV67 - LUX BRAND NEW 5BHK VILLA IN AZAIBAH FOR RENT NEAR THE BEACH,1000.0,"Azaiba, Muscat•",450.0,6.0,5.0,2.2222222222222223
2 Bedrooms Apartment With Beautiful Ocean View,800.0,"The Wave (Almouj), Muscat•",125.0,3.0,2.0,6.4
EXCELLENT 2 BR FLAT IN AL KHUWAIR,280.0,"Al Khuwair, Muscat•",105.0,2.0,2.0,2.6666666666666665
Fully Fitted Office Space for Transfer – Qurum,2600.0,"Qurum, Muscat•",240.0,2.0,2.0,10.833333333333334
146 SQM Modern Office Space at Muscat Hills,1100.0,"Muscat Hills, Muscat•",146.0,2.0,2.0,7.534246575342466
SR--AM-860 Villa For Rent In Azaiba/ فيلا للايجار في العذيبة,550.0,"Azaiba, Muscat•",250.0,6.0,3.0,2.2
SR--MO-942 Villa for rent in Al ansab .,600.0,"Ansab, Muscat•",450.0,8.0,6.0,1.3333333333333333
AL MOUJ | SPACIOUS 3 BHK APARTMENT FOR RENT,950.0,"The Wave (Almouj), Muscat•",135.0,3.0,3.0,7.037037037037037
For Rent: Commercial Office in Bousher,420.0,"Bosher, Muscat•",76.0,2.0,2.0,5.526315789473684
Beautiful 5 BR townhouse available for rent in Bawshar Heights,550.0,"Bosher, Muscat•",300.0,6.0,5.0,1.8333333333333333
Hotel-Style Apartment for Rent – Branded Residences,1700.0,"The Wave (Almouj), Muscat•",233.21,3.0,2.0,7.289567342738304
3+1 BHK APARTMENT IN Gubrah (SUBG),600.0,"Al Ghubrah, Muscat•",150.0,4.0,3.0,4.0
